"","Sex","ag","n_draw","prob_symptoms_str"
"1460","Male","2-14",122,0.170339849049053
"1461","Male","25-34",122,0.340679698098105
"1462","Male","35-49",122,0.425849622622631
"1463","Male","50+",122,0.511019547147158
"1464","Male","<2",122,0.0851699245245263
"1465","Female","15-24",123,0.179571022322932
"1466","Female","2-14",123,0.119714014881954
"1467","Female","25-34",123,0.239428029763909
"1468","Female","35-49",123,0.299285037204886
"1469","Female","50+",123,0.359142044645863
"1470","Female","<2",123,0.0598570074409772
"1471","Male","15-24",123,0.179571022322932
"1472","Male","2-14",123,0.119714014881954
"1473","Male","25-34",123,0.239428029763909
"1474","Male","35-49",123,0.299285037204886
"1475","Male","50+",123,0.359142044645863
"1476","Male","<2",123,0.0598570074409772
"1477","Female","15-24",124,0.268252224570117
"1478","Female","2-14",124,0.178834816380078
"1479","Female","25-34",124,0.357669632760156
"1480","Female","35-49",124,0.447087040950195
"1481","Female","50+",124,0.536504449140234
"1482","Female","<2",124,0.089417408190039
"1483","Male","15-24",124,0.268252224570117
"1484","Male","2-14",124,0.178834816380078
"1485","Male","25-34",124,0.357669632760156
"1486","Male","35-49",124,0.447087040950195
"1487","Male","50+",124,0.536504449140234
"1488","Male","<2",124,0.089417408190039
"1489","Female","15-24",125,0.216534218054597
"1490","Female","2-14",125,0.144356145369732
"1491","Female","25-34",125,0.288712290739463
"1492","Female","35-49",125,0.360890363424329
"1493","Female","50+",125,0.433068436109195
"1494","Female","<2",125,0.0721780726848658
"1495","Male","15-24",125,0.216534218054597
"1496","Male","2-14",125,0.144356145369732
"1497","Male","25-34",125,0.288712290739463
"1498","Male","35-49",125,0.360890363424329
"1499","Male","50+",125,0.433068436109195
"1500","Male","<2",125,0.0721780726848658
"1501","Female","15-24",126,0.22754232638124
"1502","Female","2-14",126,0.15169488425416
"1503","Female","25-34",126,0.30338976850832
"1504","Female","35-49",126,0.3792372106354
"1505","Female","50+",126,0.45508465276248
"1506","Female","<2",126,0.0758474421270801
"1507","Male","15-24",126,0.22754232638124
"1508","Male","2-14",126,0.15169488425416
"1509","Male","25-34",126,0.30338976850832
"1510","Male","35-49",126,0.3792372106354
"1511","Male","50+",126,0.45508465276248
"1512","Male","<2",126,0.0758474421270801
"1513","Female","15-24",127,0.297114024513326
"1514","Female","2-14",127,0.198076016342217
"1515","Female","25-34",127,0.396152032684435
"1516","Female","35-49",127,0.495190040855544
"1517","Female","50+",127,0.594228049026652
"1518","Female","<2",127,0.0990380081711087
"1519","Male","15-24",127,0.297114024513326
"1520","Male","2-14",127,0.198076016342217
"1521","Male","25-34",127,0.396152032684435
"1522","Male","35-49",127,0.495190040855544
"1523","Male","50+",127,0.594228049026652
"1524","Male","<2",127,0.0990380081711087
"1525","Female","15-24",128,0.159180325951377
"1526","Female","2-14",128,0.106120217300918
"1527","Female","25-34",128,0.212240434601836
"1528","Female","35-49",128,0.265300543252295
"1529","Female","50+",128,0.318360651902754
"1530","Female","<2",128,0.0530601086504589
"1531","Male","15-24",128,0.159180325951377
"1532","Male","2-14",128,0.106120217300918
"1533","Male","25-34",128,0.212240434601836
"1534","Male","35-49",128,0.265300543252295
"1535","Male","50+",128,0.318360651902754
"1536","Male","<2",128,0.0530601086504589
"1537","Female","15-24",129,0.265206299220903
"1538","Female","2-14",129,0.176804199480602
"1539","Female","25-34",129,0.353608398961204
"1540","Female","35-49",129,0.442010498701505
"1541","Female","50+",129,0.530412598441806
"1542","Female","<2",129,0.0884020997403011
"1543","Male","15-24",129,0.265206299220903
"1544","Male","2-14",129,0.176804199480602
"1545","Male","25-34",129,0.353608398961204
"1546","Male","35-49",129,0.442010498701505
"1547","Male","50+",129,0.530412598441806
"1548","Male","<2",129,0.0884020997403011
"1549","Female","15-24",130,0.300395646995744
"1550","Female","2-14",130,0.20026376466383
"1551","Female","25-34",130,0.400527529327659
"1552","Female","35-49",130,0.500659411659574
"1553","Female","50+",130,0.600791293991489
"1554","Female","<2",130,0.100131882331915
"1555","Male","15-24",130,0.300395646995744
"1556","Male","2-14",130,0.20026376466383
"1557","Male","25-34",130,0.400527529327659
"1558","Male","35-49",130,0.500659411659574
"1559","Male","50+",130,0.600791293991489
"1560","Male","<2",130,0.100131882331915
"1561","Female","15-24",131,0.247848316711077
"1562","Female","2-14",131,0.165232211140718
"1563","Female","25-34",131,0.330464422281436
"1564","Female","35-49",131,0.413080527851794
"1565","Female","50+",131,0.495696633422153
"1566","Female","<2",131,0.0826161055703589
"1567","Male","15-24",131,0.247848316711077
"1568","Male","2-14",131,0.165232211140718
"1569","Male","25-34",131,0.330464422281436
"1570","Male","35-49",131,0.413080527851794
"1571","Male","50+",131,0.495696633422153
"1572","Male","<2",131,0.0826161055703589
"1573","Female","15-24",132,0.255745479998177
"1574","Female","2-14",132,0.170496986665451
"1575","Female","25-34",132,0.340993973330903
"1576","Female","35-49",132,0.426242466663628
"1577","Female","50+",132,0.511490959996354
"1578","Female","<2",132,0.0852484933327256
"1579","Male","15-24",132,0.255745479998177
"1580","Male","2-14",132,0.170496986665451
"1581","Male","25-34",132,0.340993973330903
"1582","Male","35-49",132,0.426242466663628
"1583","Male","50+",132,0.511490959996354
"1584","Male","<2",132,0.0852484933327256
"1585","Female","15-24",133,0.218425485473516
"1586","Female","2-14",133,0.145616990315677
"1587","Female","25-34",133,0.291233980631355
"1588","Female","35-49",133,0.364042475789194
"1589","Female","50+",133,0.436850970947032
"1590","Female","<2",133,0.0728084951578387
"1591","Male","15-24",133,0.218425485473516
"1592","Male","2-14",133,0.145616990315677
"1593","Male","25-34",133,0.291233980631355
"1594","Male","35-49",133,0.364042475789194
"1595","Male","50+",133,0.436850970947032
"1596","Male","<2",133,0.0728084951578387
"1597","Female","15-24",134,0.255048247711734
"1598","Female","2-14",134,0.170032165141156
"1599","Female","25-34",134,0.340064330282312
"1600","Female","35-49",134,0.42508041285289
"1601","Female","50+",134,0.510096495423468
"1602","Female","<2",134,0.085016082570578
"1603","Male","15-24",134,0.255048247711734
"1604","Male","2-14",134,0.170032165141156
"1605","Male","25-34",134,0.340064330282312
"1606","Male","35-49",134,0.42508041285289
"1607","Male","50+",134,0.510096495423468
"1608","Male","<2",134,0.085016082570578
"1609","Female","15-24",135,0.251479873353082
"1610","Female","2-14",135,0.167653248902054
"1611","Female","25-34",135,0.335306497804109
"1612","Female","35-49",135,0.419133122255136
"1613","Female","50+",135,0.502959746706163
"1614","Female","<2",135,0.0838266244510272
"1615","Male","15-24",135,0.251479873353082
"1616","Male","2-14",135,0.167653248902054
"1617","Male","25-34",135,0.335306497804109
"1618","Male","35-49",135,0.419133122255136
"1619","Male","50+",135,0.502959746706163
"1620","Male","<2",135,0.0838266244510272
"1621","Female","15-24",136,0.245783657977825
"1622","Female","2-14",136,0.163855771985216
"1623","Female","25-34",136,0.327711543970433
"1624","Female","35-49",136,0.409639429963041
"1625","Female","50+",136,0.491567315955649
"1626","Female","<2",136,0.0819278859926082
"1627","Male","15-24",136,0.245783657977825
"1628","Male","2-14",136,0.163855771985216
"1629","Male","25-34",136,0.327711543970433
"1630","Male","35-49",136,0.409639429963041
"1631","Male","50+",136,0.491567315955649
"1632","Male","<2",136,0.0819278859926082
"1633","Female","15-24",137,0.241582463556304
"1634","Female","2-14",137,0.161054975704203
"1635","Female","25-34",137,0.322109951408406
"1636","Female","35-49",137,0.402637439260507
"1637","Female","50+",137,0.483164927112609
"1638","Female","<2",137,0.0805274878521015
"1639","Male","15-24",137,0.241582463556304
"1640","Male","2-14",137,0.161054975704203
"1641","Male","25-34",137,0.322109951408406
"1642","Male","35-49",137,0.402637439260507
"1643","Male","50+",137,0.483164927112609
"1644","Male","<2",137,0.0805274878521015
"1645","Female","15-24",138,0.386210525505158
"1646","Female","2-14",138,0.257473683670105
"1647","Female","25-34",138,0.514947367340211
"1648","Female","35-49",138,0.643684209175264
"1649","Female","50+",138,0.772421051010316
"1650","Female","<2",138,0.128736841835053
"1651","Male","15-24",138,0.386210525505158
"1652","Male","2-14",138,0.257473683670105
"1653","Male","25-34",138,0.514947367340211
"1654","Male","35-49",138,0.643684209175264
"1655","Male","50+",138,0.772421051010316
"1656","Male","<2",138,0.128736841835053
"1657","Female","15-24",139,0.228077413678726
"1658","Female","2-14",139,0.152051609119151
"1659","Female","25-34",139,0.304103218238302
"1660","Female","35-49",139,0.380129022797877
"1661","Female","50+",139,0.456154827357453
"1662","Female","<2",139,0.0760258045595755
"1663","Male","15-24",139,0.228077413678726
"1664","Male","2-14",139,0.152051609119151
"1665","Male","25-34",139,0.304103218238302
"1666","Male","35-49",139,0.380129022797877
"1667","Male","50+",139,0.456154827357453
"1668","Male","<2",139,0.0760258045595755
"1669","Female","15-24",140,0.225341564515841
"1670","Female","2-14",140,0.150227709677227
"1671","Female","25-34",140,0.300455419354455
"1672","Female","35-49",140,0.375569274193068
"1673","Female","50+",140,0.450683129031682
"1674","Female","<2",140,0.0751138548386137
"1675","Male","15-24",140,0.225341564515841
"1676","Male","2-14",140,0.150227709677227
"1677","Male","25-34",140,0.300455419354455
"1678","Male","35-49",140,0.375569274193068
"1679","Male","50+",140,0.450683129031682
"1680","Male","<2",140,0.0751138548386137
"1681","Female","15-24",141,0.288926571152426
"1682","Female","2-14",141,0.192617714101617
"1683","Female","25-34",141,0.385235428203235
"1684","Female","35-49",141,0.481544285254043
"1685","Female","50+",141,0.577853142304852
"1686","Female","<2",141,0.0963088570508086
"1687","Male","15-24",141,0.288926571152426
"1688","Male","2-14",141,0.192617714101617
"1689","Male","25-34",141,0.385235428203235
"1690","Male","35-49",141,0.481544285254043
"1691","Male","50+",141,0.577853142304852
"1692","Male","<2",141,0.0963088570508086
"1693","Female","15-24",142,0.19170188891311
"1694","Female","2-14",142,0.127801259275407
"1695","Female","25-34",142,0.255602518550814
"1696","Female","35-49",142,0.319503148188517
"1697","Female","50+",142,0.383403777826221
"1698","Female","<2",142,0.0639006296377035
"1699","Male","15-24",142,0.19170188891311
"1700","Male","2-14",142,0.127801259275407
"1701","Male","25-34",142,0.255602518550814
"1702","Male","35-49",142,0.319503148188517
"1703","Male","50+",142,0.383403777826221
"1704","Male","<2",142,0.0639006296377035
"1705","Female","15-24",143,0.2194289957189
"1706","Female","2-14",143,0.146285997145933
"1707","Female","25-34",143,0.292571994291867
"1708","Female","35-49",143,0.365714992864833
"1709","Female","50+",143,0.4388579914378
"1710","Female","<2",143,0.0731429985729667
"1711","Male","15-24",143,0.2194289957189
"1712","Male","2-14",143,0.146285997145933
"1713","Male","25-34",143,0.292571994291867
"1714","Male","35-49",143,0.365714992864833
"1715","Male","50+",143,0.4388579914378
"1716","Male","<2",143,0.0731429985729667
"1717","Female","15-24",144,0.199713562717876
"1718","Female","2-14",144,0.13314237514525
"1719","Female","25-34",144,0.266284750290501
"1720","Female","35-49",144,0.332855937863126
"1721","Female","50+",144,0.399427125435752
"1722","Female","<2",144,0.0665711875726252
"1723","Male","15-24",144,0.199713562717876
"1724","Male","2-14",144,0.13314237514525
"1725","Male","25-34",144,0.266284750290501
"1726","Male","35-49",144,0.332855937863126
"1727","Male","50+",144,0.399427125435752
"1728","Male","<2",144,0.0665711875726252
"1729","Female","15-24",145,0.247154497633311
"1730","Female","2-14",145,0.164769665088874
"1731","Female","25-34",145,0.329539330177748
"1732","Female","35-49",145,0.411924162722185
"1733","Female","50+",145,0.494308995266622
"1734","Female","<2",145,0.082384832544437
"1735","Male","15-24",145,0.247154497633311
"1736","Male","2-14",145,0.164769665088874
"1737","Male","25-34",145,0.329539330177748
"1738","Male","35-49",145,0.411924162722185
"1739","Male","50+",145,0.494308995266622
"1740","Male","<2",145,0.082384832544437
"1741","Female","15-24",146,0.286862658673843
"1742","Female","2-14",146,0.191241772449229
"1743","Female","25-34",146,0.382483544898458
"1744","Female","35-49",146,0.478104431123072
"1745","Female","50+",146,0.573725317347687
"1746","Female","<2",146,0.0956208862246145
"1747","Male","15-24",146,0.286862658673843
"1748","Male","2-14",146,0.191241772449229
"1749","Male","25-34",146,0.382483544898458
"1750","Male","35-49",146,0.478104431123072
"1751","Male","50+",146,0.573725317347687
"1752","Male","<2",146,0.0956208862246145
"1753","Female","15-24",147,0.17545738853877
"1754","Female","2-14",147,0.11697159235918
"1755","Female","25-34",147,0.23394318471836
"1756","Female","35-49",147,0.29242898089795
"1757","Female","50+",147,0.35091477707754
"1758","Female","<2",147,0.05848579617959
"1759","Male","15-24",147,0.17545738853877
"1760","Male","2-14",147,0.11697159235918
"1761","Male","25-34",147,0.23394318471836
"1762","Male","35-49",147,0.29242898089795
"1763","Male","50+",147,0.35091477707754
"1764","Male","<2",147,0.05848579617959
"1765","Female","15-24",148,0.215032452583468
"1766","Female","2-14",148,0.143354968388978
"1767","Female","25-34",148,0.286709936777957
"1768","Female","35-49",148,0.358387420972446
"1769","Female","50+",148,0.430064905166935
"1770","Female","<2",148,0.0716774841944892
"1771","Male","15-24",148,0.215032452583468
"1772","Male","2-14",148,0.143354968388978
"1773","Male","25-34",148,0.286709936777957
"1774","Male","35-49",148,0.358387420972446
"1775","Male","50+",148,0.430064905166935
"1776","Male","<2",148,0.0716774841944892
"1777","Female","15-24",149,0.184859749262204
"1778","Female","2-14",149,0.123239832841469
"1779","Female","25-34",149,0.246479665682938
"1780","Female","35-49",149,0.308099582103673
"1781","Female","50+",149,0.369719498524407
"1782","Female","<2",149,0.0616199164207346
"1783","Male","15-24",149,0.184859749262204
"1784","Male","2-14",149,0.123239832841469
"1785","Male","25-34",149,0.246479665682938
"1786","Male","35-49",149,0.308099582103673
"1787","Male","50+",149,0.369719498524407
"1788","Male","<2",149,0.0616199164207346
"1789","Female","15-24",150,0.181817713689702
"1790","Female","2-14",150,0.121211809126468
"1791","Female","25-34",150,0.242423618252935
"1792","Female","35-49",150,0.303029522816169
"1793","Female","50+",150,0.363635427379403
"1794","Female","<2",150,0.0606059045632339
"1795","Male","15-24",150,0.181817713689702
"1796","Male","2-14",150,0.121211809126468
"1797","Male","25-34",150,0.242423618252935
"1798","Male","35-49",150,0.303029522816169
"1799","Male","50+",150,0.363635427379403
"1800","Male","<2",150,0.0606059045632339
"1801","Female","15-24",151,0.206823046453755
"1802","Female","2-14",151,0.13788203096917
"1803","Female","25-34",151,0.27576406193834
"1804","Female","35-49",151,0.344705077422925
"1805","Female","50+",151,0.41364609290751
"1806","Female","<2",151,0.0689410154845851
"1807","Male","15-24",151,0.206823046453755
"1808","Male","2-14",151,0.13788203096917
"1809","Male","25-34",151,0.27576406193834
"1810","Male","35-49",151,0.344705077422925
"1811","Male","50+",151,0.41364609290751
"1812","Male","<2",151,0.0689410154845851
"1813","Female","15-24",152,0.165425762279508
"1814","Female","2-14",152,0.110283841519672
"1815","Female","25-34",152,0.220567683039344
"1816","Female","35-49",152,0.27570960379918
"1817","Female","50+",152,0.330851524559016
"1818","Female","<2",152,0.055141920759836
"1819","Male","15-24",152,0.165425762279508
"1820","Male","2-14",152,0.110283841519672
"1821","Male","25-34",152,0.220567683039344
"1822","Male","35-49",152,0.27570960379918
"1823","Male","50+",152,0.330851524559016
"1824","Male","<2",152,0.055141920759836
"1825","Female","15-24",153,0.27713147064375
"1826","Female","2-14",153,0.1847543137625
"1827","Female","25-34",153,0.369508627525
"1828","Female","35-49",153,0.46188578440625
"1829","Female","50+",153,0.5542629412875
"1830","Female","<2",153,0.0923771568812499
"1831","Male","15-24",153,0.27713147064375
"1832","Male","2-14",153,0.1847543137625
"1833","Male","25-34",153,0.369508627525
"1834","Male","35-49",153,0.46188578440625
"1835","Male","50+",153,0.5542629412875
"1836","Male","<2",153,0.0923771568812499
"1837","Female","15-24",154,0.352076133860248
"1838","Female","2-14",154,0.234717422573499
"1839","Female","25-34",154,0.469434845146998
"1840","Female","35-49",154,0.586793556433748
"1841","Female","50+",154,0.704152267720497
"1842","Female","<2",154,0.11735871128675
"1843","Male","15-24",154,0.352076133860248
"1844","Male","2-14",154,0.234717422573499
"1845","Male","25-34",154,0.469434845146998
"1846","Male","35-49",154,0.586793556433748
"1847","Male","50+",154,0.704152267720497
"1848","Male","<2",154,0.11735871128675
"1849","Female","15-24",155,0.158429432877979
"1850","Female","2-14",155,0.105619621918653
"1851","Female","25-34",155,0.211239243837306
"1852","Female","35-49",155,0.264049054796632
"1853","Female","50+",155,0.316858865755959
"1854","Female","<2",155,0.0528098109593265
"1855","Male","15-24",155,0.158429432877979
"1856","Male","2-14",155,0.105619621918653
"1857","Male","25-34",155,0.211239243837306
"1858","Male","35-49",155,0.264049054796632
"1859","Male","50+",155,0.316858865755959
"1860","Male","<2",155,0.0528098109593265
"1861","Female","15-24",156,0.299879699451145
"1862","Female","2-14",156,0.199919799634097
"1863","Female","25-34",156,0.399839599268194
"1864","Female","35-49",156,0.499799499085242
"1865","Female","50+",156,0.599759398902291
"1866","Female","<2",156,0.0999598998170485
"1867","Male","15-24",156,0.299879699451145
"1868","Male","2-14",156,0.199919799634097
"1869","Male","25-34",156,0.399839599268194
"1870","Male","35-49",156,0.499799499085242
"1871","Male","50+",156,0.599759398902291
"1872","Male","<2",156,0.0999598998170485
"1873","Female","15-24",157,0.14668180477444
"1874","Female","2-14",157,0.0977878698496265
"1875","Female","25-34",157,0.195575739699253
"1876","Female","35-49",157,0.244469674624066
"1877","Female","50+",157,0.293363609548879
"1878","Female","<2",157,0.0488939349248132
"1879","Male","15-24",157,0.14668180477444
"1880","Male","2-14",157,0.0977878698496265
"1881","Male","25-34",157,0.195575739699253
"1882","Male","35-49",157,0.244469674624066
"1883","Male","50+",157,0.293363609548879
"1884","Male","<2",157,0.0488939349248132
"1885","Female","15-24",158,0.312935727399558
"1886","Female","2-14",158,0.208623818266372
"1887","Female","25-34",158,0.417247636532744
"1888","Female","35-49",158,0.52155954566593
"1889","Female","50+",158,0.625871454799116
"1890","Female","<2",158,0.104311909133186
"1891","Male","15-24",158,0.312935727399558
"1892","Male","2-14",158,0.208623818266372
"1893","Male","25-34",158,0.417247636532744
"1894","Male","35-49",158,0.52155954566593
"1895","Male","50+",158,0.625871454799116
"1896","Male","<2",158,0.104311909133186
"1897","Female","15-24",159,0.15018437448961
"1898","Female","2-14",159,0.100122916326406
"1899","Female","25-34",159,0.200245832652813
"1900","Female","35-49",159,0.250307290816016
"1901","Female","50+",159,0.300368748979219
"1902","Female","<2",159,0.0500614581632032
"1903","Male","15-24",159,0.15018437448961
"1904","Male","2-14",159,0.100122916326406
"1905","Male","25-34",159,0.200245832652813
"1906","Male","35-49",159,0.250307290816016
"1907","Male","50+",159,0.300368748979219
"1908","Male","<2",159,0.0500614581632032
"1909","Female","15-24",160,0.288714753737288
"1910","Female","2-14",160,0.192476502491525
"1911","Female","25-34",160,0.38495300498305
"1912","Female","35-49",160,0.481191256228813
"1913","Female","50+",160,0.577429507474575
"1914","Female","<2",160,0.0962382512457625
"1915","Male","15-24",160,0.288714753737288
"1916","Male","2-14",160,0.192476502491525
"1917","Male","25-34",160,0.38495300498305
"1918","Male","35-49",160,0.481191256228813
"1919","Male","50+",160,0.577429507474575
"1920","Male","<2",160,0.0962382512457625
"1921","Female","15-24",161,0.226018346605489
"1922","Female","2-14",161,0.150678897736993
"1923","Female","25-34",161,0.301357795473985
"1924","Female","35-49",161,0.376697244342482
"1925","Female","50+",161,0.452036693210978
"1926","Female","<2",161,0.0753394488684963
"1927","Male","15-24",161,0.226018346605489
"1928","Male","2-14",161,0.150678897736993
"1929","Male","25-34",161,0.301357795473985
"1930","Male","35-49",161,0.376697244342482
"1931","Male","50+",161,0.452036693210978
"1932","Male","<2",161,0.0753394488684963
"1933","Female","15-24",162,0.234651591223131
"1934","Female","2-14",162,0.156434394148754
"1935","Female","25-34",162,0.312868788297508
"1936","Female","35-49",162,0.391085985371885
"1937","Female","50+",162,0.469303182446262
"1938","Female","<2",162,0.078217197074377
"1939","Male","15-24",162,0.234651591223131
"1940","Male","2-14",162,0.156434394148754
"1941","Male","25-34",162,0.312868788297508
"1942","Male","35-49",162,0.391085985371885
"1943","Male","50+",162,0.469303182446262
"1944","Male","<2",162,0.078217197074377
"1945","Female","15-24",163,0.266619658101123
"1946","Female","2-14",163,0.177746438734082
"1947","Female","25-34",163,0.355492877468163
"1948","Female","35-49",163,0.444366096835204
"1949","Female","50+",163,0.533239316202245
"1950","Female","<2",163,0.0888732193670409
"1951","Male","15-24",163,0.266619658101123
"1952","Male","2-14",163,0.177746438734082
"1953","Male","25-34",163,0.355492877468163
"1954","Male","35-49",163,0.444366096835204
"1955","Male","50+",163,0.533239316202245
"1956","Male","<2",163,0.0888732193670409
"1957","Female","15-24",164,0.20292379440671
"1958","Female","2-14",164,0.135282529604473
"1959","Female","25-34",164,0.270565059208947
"1960","Female","35-49",164,0.338206324011184
"1961","Female","50+",164,0.40584758881342
"1962","Female","<2",164,0.0676412648022367
"1963","Male","15-24",164,0.20292379440671
"1964","Male","2-14",164,0.135282529604473
"1965","Male","25-34",164,0.270565059208947
"1966","Male","35-49",164,0.338206324011184
"1967","Male","50+",164,0.40584758881342
"1968","Male","<2",164,0.0676412648022367
"1969","Female","15-24",165,0.297931396836577
"1970","Female","2-14",165,0.198620931224384
"1971","Female","25-34",165,0.397241862448769
"1972","Female","35-49",165,0.496552328060961
"1973","Female","50+",165,0.595862793673153
"1974","Female","<2",165,0.0993104656121922
"1975","Male","15-24",165,0.297931396836577
"1976","Male","2-14",165,0.198620931224384
"1977","Male","25-34",165,0.397241862448769
"1978","Male","35-49",165,0.496552328060961
"1979","Male","50+",165,0.595862793673153
"1980","Male","<2",165,0.0993104656121922
"1981","Female","15-24",166,0.240820385984991
"1982","Female","2-14",166,0.160546923989994
"1983","Female","25-34",166,0.321093847979988
"1984","Female","35-49",166,0.401367309974985
"1985","Female","50+",166,0.481640771969981
"1986","Female","<2",166,0.0802734619949969
"1987","Male","15-24",166,0.240820385984991
"1988","Male","2-14",166,0.160546923989994
"1989","Male","25-34",166,0.321093847979988
"1990","Male","35-49",166,0.401367309974985
"1991","Male","50+",166,0.481640771969981
"1992","Male","<2",166,0.0802734619949969
"1993","Female","15-24",167,0.339070572249125
"1994","Female","2-14",167,0.226047048166083
"1995","Female","25-34",167,0.452094096332166
"1996","Female","35-49",167,0.565117620415208
"1997","Female","50+",167,0.678141144498249
"1998","Female","<2",167,0.113023524083042
"1999","Male","15-24",167,0.339070572249125
"2000","Male","2-14",167,0.226047048166083
"2001","Male","25-34",167,0.452094096332166
"2002","Male","35-49",167,0.565117620415208
"2003","Male","50+",167,0.678141144498249
"2004","Male","<2",167,0.113023524083042
"2005","Female","15-24",168,0.168230418276108
"2006","Female","2-14",168,0.112153612184072
"2007","Female","25-34",168,0.224307224368144
"2008","Female","35-49",168,0.28038403046018
"2009","Female","50+",168,0.336460836552215
"2010","Female","<2",168,0.0560768060920359
"2011","Male","15-24",168,0.168230418276108
"2012","Male","2-14",168,0.112153612184072
"2013","Male","25-34",168,0.224307224368144
"2014","Male","35-49",168,0.28038403046018
"2015","Male","50+",168,0.336460836552215
"2016","Male","<2",168,0.0560768060920359
"2017","Female","15-24",169,0.259984106198721
"2018","Female","2-14",169,0.173322737465814
"2019","Female","25-34",169,0.346645474931628
"2020","Female","35-49",169,0.433306843664535
"2021","Female","50+",169,0.519968212397442
"2022","Female","<2",169,0.086661368732907
"2023","Male","15-24",169,0.259984106198721
"2024","Male","2-14",169,0.173322737465814
"2025","Male","25-34",169,0.346645474931628
"2026","Male","35-49",169,0.433306843664535
"2027","Male","50+",169,0.519968212397442
"2028","Male","<2",169,0.086661368732907
"2029","Female","15-24",170,0.275452947709235
"2030","Female","2-14",170,0.183635298472824
"2031","Female","25-34",170,0.367270596945647
"2032","Female","35-49",170,0.459088246182059
"2033","Female","50+",170,0.550905895418471
"2034","Female","<2",170,0.0918176492364118
"2035","Male","15-24",170,0.275452947709235
"2036","Male","2-14",170,0.183635298472824
"2037","Male","25-34",170,0.367270596945647
"2038","Male","35-49",170,0.459088246182059
"2039","Male","50+",170,0.550905895418471
"2040","Male","<2",170,0.0918176492364118
"2041","Female","15-24",171,0.308429678162951
"2042","Female","2-14",171,0.205619785441967
"2043","Female","25-34",171,0.411239570883935
"2044","Female","35-49",171,0.514049463604918
"2045","Female","50+",171,0.616859356325902
"2046","Female","<2",171,0.102809892720984
"2047","Male","15-24",171,0.308429678162951
"2048","Male","2-14",171,0.205619785441967
"2049","Male","25-34",171,0.411239570883935
"2050","Male","35-49",171,0.514049463604918
"2051","Male","50+",171,0.616859356325902
"2052","Male","<2",171,0.102809892720984
"2053","Female","15-24",172,0.136921956517089
"2054","Female","2-14",172,0.0912813043447262
"2055","Female","25-34",172,0.182562608689452
"2056","Female","35-49",172,0.228203260861815
"2057","Female","50+",172,0.273843913034179
"2058","Female","<2",172,0.0456406521723631
"2059","Male","15-24",172,0.136921956517089
"2060","Male","2-14",172,0.0912813043447262
"2061","Male","25-34",172,0.182562608689452
"2062","Male","35-49",172,0.228203260861815
"2063","Male","50+",172,0.273843913034179
"2064","Male","<2",172,0.0456406521723631
"2065","Female","15-24",173,0.100894916747118
"2066","Female","2-14",173,0.0672632778314119
"2067","Female","25-34",173,0.134526555662824
"2068","Female","35-49",173,0.16815819457853
"2069","Female","50+",173,0.201789833494236
"2070","Female","<2",173,0.033631638915706
"2071","Male","15-24",173,0.100894916747118
"2072","Male","2-14",173,0.0672632778314119
"2073","Male","25-34",173,0.134526555662824
"2074","Male","35-49",173,0.16815819457853
"2075","Male","50+",173,0.201789833494236
"2076","Male","<2",173,0.033631638915706
"2077","Female","15-24",174,0.187659172352286
"2078","Female","2-14",174,0.125106114901524
"2079","Female","25-34",174,0.250212229803048
"2080","Female","35-49",174,0.31276528725381
"2081","Female","50+",174,0.375318344704572
"2082","Female","<2",174,0.062553057450762
"2083","Male","15-24",174,0.187659172352286
"2084","Male","2-14",174,0.125106114901524
"2085","Male","25-34",174,0.250212229803048
"2086","Male","35-49",174,0.31276528725381
"2087","Male","50+",174,0.375318344704572
"2088","Male","<2",174,0.062553057450762
"2089","Female","15-24",175,0.264283544899017
"2090","Female","2-14",175,0.176189029932678
"2091","Female","25-34",175,0.352378059865356
"2092","Female","35-49",175,0.440472574831695
"2093","Female","50+",175,0.528567089798034
"2094","Female","<2",175,0.088094514966339
"2095","Male","15-24",175,0.264283544899017
"2096","Male","2-14",175,0.176189029932678
"2097","Male","25-34",175,0.352378059865356
"2098","Male","35-49",175,0.440472574831695
"2099","Male","50+",175,0.528567089798034
"2100","Male","<2",175,0.088094514966339
"2101","Female","15-24",176,0.205975762103201
"2102","Female","2-14",176,0.137317174735467
"2103","Female","25-34",176,0.274634349470934
"2104","Female","35-49",176,0.343292936838668
"2105","Female","50+",176,0.411951524206401
"2106","Female","<2",176,0.0686585873677335
"2107","Male","15-24",176,0.205975762103201
"2108","Male","2-14",176,0.137317174735467
"2109","Male","25-34",176,0.274634349470934
"2110","Male","35-49",176,0.343292936838668
"2111","Male","50+",176,0.411951524206401
"2112","Male","<2",176,0.0686585873677335
"2113","Female","15-24",177,0.292619202451715
"2114","Female","2-14",177,0.195079468301144
"2115","Female","25-34",177,0.390158936602287
"2116","Female","35-49",177,0.487698670752859
"2117","Female","50+",177,0.585238404903431
"2118","Female","<2",177,0.0975397341505718
"2119","Male","15-24",177,0.292619202451715
"2120","Male","2-14",177,0.195079468301144
"2121","Male","25-34",177,0.390158936602287
"2122","Male","35-49",177,0.487698670752859
"2123","Male","50+",177,0.585238404903431
"2124","Male","<2",177,0.0975397341505718
"2125","Female","15-24",178,0.213042782665033
"2126","Female","2-14",178,0.142028521776689
"2127","Female","25-34",178,0.284057043553378
"2128","Female","35-49",178,0.355071304441722
"2129","Female","50+",178,0.426085565330066
"2130","Female","<2",178,0.0710142608883444
"2131","Male","15-24",178,0.213042782665033
