"","Sex","ag","n_draw","prob_symptoms_str"
"4651","Male","15-24",388,0.215036467725365
"4652","Male","2-14",388,0.143357645150243
"4653","Male","25-34",388,0.286715290300487
"4654","Male","35-49",388,0.358394112875609
"4655","Male","50+",388,0.43007293545073
"4656","Male","<2",388,0.0716788225751217
"4657","Female","15-24",389,0.143888860696818
"4658","Female","2-14",389,0.0959259071312118
"4659","Female","25-34",389,0.191851814262424
"4660","Female","35-49",389,0.239814767828029
"4661","Female","50+",389,0.287777721393635
"4662","Female","<2",389,0.0479629535656059
"4663","Male","15-24",389,0.143888860696818
"4664","Male","2-14",389,0.0959259071312118
"4665","Male","25-34",389,0.191851814262424
"4666","Male","35-49",389,0.239814767828029
"4667","Male","50+",389,0.287777721393635
"4668","Male","<2",389,0.0479629535656059
"4669","Female","15-24",390,0.204917179864715
"4670","Female","2-14",390,0.136611453243143
"4671","Female","25-34",390,0.273222906486286
"4672","Female","35-49",390,0.341528633107858
"4673","Female","50+",390,0.409834359729429
"4674","Female","<2",390,0.0683057266215715
"4675","Male","15-24",390,0.204917179864715
"4676","Male","2-14",390,0.136611453243143
"4677","Male","25-34",390,0.273222906486286
"4678","Male","35-49",390,0.341528633107858
"4679","Male","50+",390,0.409834359729429
"4680","Male","<2",390,0.0683057266215715
"4681","Female","15-24",391,0.287765011593711
"4682","Female","2-14",391,0.191843341062474
"4683","Female","25-34",391,0.383686682124948
"4684","Female","35-49",391,0.479608352656185
"4685","Female","50+",391,0.575530023187422
"4686","Female","<2",391,0.0959216705312371
"4687","Male","15-24",391,0.287765011593711
"4688","Male","2-14",391,0.191843341062474
"4689","Male","25-34",391,0.383686682124948
"4690","Male","35-49",391,0.479608352656185
"4691","Male","50+",391,0.575530023187422
"4692","Male","<2",391,0.0959216705312371
"4693","Female","15-24",392,0.113116670500214
"4694","Female","2-14",392,0.075411113666809
"4695","Female","25-34",392,0.150822227333618
"4696","Female","35-49",392,0.188527784167023
"4697","Female","50+",392,0.226233341000427
"4698","Female","<2",392,0.0377055568334045
"4699","Male","15-24",392,0.113116670500214
"4700","Male","2-14",392,0.075411113666809
"4701","Male","25-34",392,0.150822227333618
"4702","Male","35-49",392,0.188527784167023
"4703","Male","50+",392,0.226233341000427
"4704","Male","<2",392,0.0377055568334045
"4705","Female","15-24",393,0.182595518445592
"4706","Female","2-14",393,0.121730345630394
"4707","Female","25-34",393,0.243460691260789
"4708","Female","35-49",393,0.304325864075986
"4709","Female","50+",393,0.365191036891183
"4710","Female","<2",393,0.0608651728151972
"4711","Male","15-24",393,0.182595518445592
"4712","Male","2-14",393,0.121730345630394
"4713","Male","25-34",393,0.243460691260789
"4714","Male","35-49",393,0.304325864075986
"4715","Male","50+",393,0.365191036891183
"4716","Male","<2",393,0.0608651728151972
"4717","Female","15-24",394,0.177191809520578
"4718","Female","2-14",394,0.118127873013719
"4719","Female","25-34",394,0.236255746027438
"4720","Female","35-49",394,0.295319682534297
"4721","Female","50+",394,0.354383619041157
"4722","Female","<2",394,0.0590639365068594
"4723","Male","15-24",394,0.177191809520578
"4724","Male","2-14",394,0.118127873013719
"4725","Male","25-34",394,0.236255746027438
"4726","Male","35-49",394,0.295319682534297
"4727","Male","50+",394,0.354383619041157
"4728","Male","<2",394,0.0590639365068594
"4729","Female","15-24",395,0.225844157847858
"4730","Female","2-14",395,0.150562771898572
"4731","Female","25-34",395,0.301125543797145
"4732","Female","35-49",395,0.376406929746431
"4733","Female","50+",395,0.451688315695717
"4734","Female","<2",395,0.0752813859492861
"4735","Male","15-24",395,0.225844157847858
"4736","Male","2-14",395,0.150562771898572
"4737","Male","25-34",395,0.301125543797145
"4738","Male","35-49",395,0.376406929746431
"4739","Male","50+",395,0.451688315695717
"4740","Male","<2",395,0.0752813859492861
"4741","Female","15-24",396,0.173451590421853
"4742","Female","2-14",396,0.115634393614569
"4743","Female","25-34",396,0.231268787229137
"4744","Female","35-49",396,0.289085984036422
"4745","Female","50+",396,0.346903180843706
"4746","Female","<2",396,0.0578171968072843
"4747","Male","15-24",396,0.173451590421853
"4748","Male","2-14",396,0.115634393614569
"4749","Male","25-34",396,0.231268787229137
"4750","Male","35-49",396,0.289085984036422
"4751","Male","50+",396,0.346903180843706
"4752","Male","<2",396,0.0578171968072843
"4753","Female","15-24",397,0.184261687182154
"4754","Female","2-14",397,0.122841124788103
"4755","Female","25-34",397,0.245682249576205
"4756","Female","35-49",397,0.307102811970256
"4757","Female","50+",397,0.368523374364308
"4758","Female","<2",397,0.0614205623940513
"4759","Male","15-24",397,0.184261687182154
"4760","Male","2-14",397,0.122841124788103
"4761","Male","25-34",397,0.245682249576205
"4762","Male","35-49",397,0.307102811970256
"4763","Male","50+",397,0.368523374364308
"4764","Male","<2",397,0.0614205623940513
"4765","Female","15-24",398,0.134564203184822
"4766","Female","2-14",398,0.0897094687898815
"4767","Female","25-34",398,0.179418937579763
"4768","Female","35-49",398,0.224273671974704
"4769","Female","50+",398,0.269128406369645
"4770","Female","<2",398,0.0448547343949408
"4771","Male","15-24",398,0.134564203184822
"4772","Male","2-14",398,0.0897094687898815
"4773","Male","25-34",398,0.179418937579763
"4774","Male","35-49",398,0.224273671974704
"4775","Male","50+",398,0.269128406369645
"4776","Male","<2",398,0.0448547343949408
"4777","Female","15-24",399,0.209834404174966
"4778","Female","2-14",399,0.139889602783311
"4779","Female","25-34",399,0.279779205566622
"4780","Female","35-49",399,0.349724006958277
"4781","Female","50+",399,0.419668808349933
"4782","Female","<2",399,0.0699448013916555
"4783","Male","15-24",399,0.209834404174966
"4784","Male","2-14",399,0.139889602783311
"4785","Male","25-34",399,0.279779205566622
"4786","Male","35-49",399,0.349724006958277
"4787","Male","50+",399,0.419668808349933
"4788","Male","<2",399,0.0699448013916555
"4789","Female","15-24",400,0.205422456070593
"4790","Female","2-14",400,0.136948304047062
"4791","Female","25-34",400,0.273896608094125
"4792","Female","35-49",400,0.342370760117656
"4793","Female","50+",400,0.410844912141187
"4794","Female","<2",400,0.0684741520235311
"4795","Male","15-24",400,0.205422456070593
"4796","Male","2-14",400,0.136948304047062
"4797","Male","25-34",400,0.273896608094125
"4798","Male","35-49",400,0.342370760117656
"4799","Male","50+",400,0.410844912141187
"4800","Male","<2",400,0.0684741520235311
"4801","Female","15-24",401,0.207748018256833
"4802","Female","2-14",401,0.138498678837888
"4803","Female","25-34",401,0.276997357675777
"4804","Female","35-49",401,0.346246697094721
"4805","Female","50+",401,0.415496036513665
"4806","Female","<2",401,0.0692493394189442
"4807","Male","15-24",401,0.207748018256833
"4808","Male","2-14",401,0.138498678837888
"4809","Male","25-34",401,0.276997357675777
"4810","Male","35-49",401,0.346246697094721
"4811","Male","50+",401,0.415496036513665
"4812","Male","<2",401,0.0692493394189442
"4813","Female","15-24",402,0.191925360805659
"4814","Female","2-14",402,0.127950240537106
"4815","Female","25-34",402,0.255900481074212
"4816","Female","35-49",402,0.319875601342764
"4817","Female","50+",402,0.383850721611317
"4818","Female","<2",402,0.0639751202685529
"4819","Male","15-24",402,0.191925360805659
"4820","Male","2-14",402,0.127950240537106
"4821","Male","25-34",402,0.255900481074212
"4822","Male","35-49",402,0.319875601342764
"4823","Male","50+",402,0.383850721611317
"4824","Male","<2",402,0.0639751202685529
"4825","Female","15-24",403,0.331702270398568
"4826","Female","2-14",403,0.221134846932379
"4827","Female","25-34",403,0.442269693864757
"4828","Female","35-49",403,0.552837117330947
"4829","Female","50+",403,0.663404540797136
"4830","Female","<2",403,0.110567423466189
"4831","Male","15-24",403,0.331702270398568
"4832","Male","2-14",403,0.221134846932379
"4833","Male","25-34",403,0.442269693864757
"4834","Male","35-49",403,0.552837117330947
"4835","Male","50+",403,0.663404540797136
"4836","Male","<2",403,0.110567423466189
"4837","Female","15-24",404,0.184579502988038
"4838","Female","2-14",404,0.123053001992025
"4839","Female","25-34",404,0.246106003984051
"4840","Female","35-49",404,0.307632504980064
"4841","Female","50+",404,0.369159005976076
"4842","Female","<2",404,0.0615265009960127
"4843","Male","15-24",404,0.184579502988038
"4844","Male","2-14",404,0.123053001992025
"4845","Male","25-34",404,0.246106003984051
"4846","Male","35-49",404,0.307632504980064
"4847","Male","50+",404,0.369159005976076
"4848","Male","<2",404,0.0615265009960127
"4849","Female","15-24",405,0.168184304513725
"4850","Female","2-14",405,0.112122869675816
"4851","Female","25-34",405,0.224245739351633
"4852","Female","35-49",405,0.280307174189541
"4853","Female","50+",405,0.336368609027449
"4854","Female","<2",405,0.0560614348379082
"4855","Male","15-24",405,0.168184304513725
"4856","Male","2-14",405,0.112122869675816
"4857","Male","25-34",405,0.224245739351633
"4858","Male","35-49",405,0.280307174189541
"4859","Male","50+",405,0.336368609027449
"4860","Male","<2",405,0.0560614348379082
"4861","Female","15-24",406,0.168648263987721
"4862","Female","2-14",406,0.112432175991814
"4863","Female","25-34",406,0.224864351983628
"4864","Female","35-49",406,0.281080439979535
"4865","Female","50+",406,0.337296527975442
"4866","Female","<2",406,0.0562160879959071
"4867","Male","15-24",406,0.168648263987721
"4868","Male","2-14",406,0.112432175991814
"4869","Male","25-34",406,0.224864351983628
"4870","Male","35-49",406,0.281080439979535
"4871","Male","50+",406,0.337296527975442
"4872","Male","<2",406,0.0562160879959071
"4873","Female","15-24",407,0.259348167921248
"4874","Female","2-14",407,0.172898778614165
"4875","Female","25-34",407,0.345797557228331
"4876","Female","35-49",407,0.432246946535413
"4877","Female","50+",407,0.518696335842496
"4878","Female","<2",407,0.0864493893070827
"4879","Male","15-24",407,0.259348167921248
"4880","Male","2-14",407,0.172898778614165
"4881","Male","25-34",407,0.345797557228331
"4882","Male","35-49",407,0.432246946535413
"4883","Male","50+",407,0.518696335842496
"4884","Male","<2",407,0.0864493893070827
"4885","Female","15-24",408,0.230574873953555
"4886","Female","2-14",408,0.153716582635703
"4887","Female","25-34",408,0.307433165271407
"4888","Female","35-49",408,0.384291456589258
"4889","Female","50+",408,0.46114974790711
"4890","Female","<2",408,0.0768582913178517
"4891","Male","15-24",408,0.230574873953555
"4892","Male","2-14",408,0.153716582635703
"4893","Male","25-34",408,0.307433165271407
"4894","Male","35-49",408,0.384291456589258
"4895","Male","50+",408,0.46114974790711
"4896","Male","<2",408,0.0768582913178517
"4897","Female","15-24",409,0.183002027150182
"4898","Female","2-14",409,0.122001351433455
"4899","Female","25-34",409,0.244002702866909
"4900","Female","35-49",409,0.305003378583637
"4901","Female","50+",409,0.366004054300364
"4902","Female","<2",409,0.0610006757167274
"4903","Male","15-24",409,0.183002027150182
"4904","Male","2-14",409,0.122001351433455
"4905","Male","25-34",409,0.244002702866909
"4906","Male","35-49",409,0.305003378583637
"4907","Male","50+",409,0.366004054300364
"4908","Male","<2",409,0.0610006757167274
"4909","Female","15-24",410,0.236475145770003
"4910","Female","2-14",410,0.157650097180002
"4911","Female","25-34",410,0.315300194360004
"4912","Female","35-49",410,0.394125242950005
"4913","Female","50+",410,0.472950291540006
"4914","Female","<2",410,0.0788250485900009
"4915","Male","15-24",410,0.236475145770003
"4916","Male","2-14",410,0.157650097180002
"4917","Male","25-34",410,0.315300194360004
"4918","Male","35-49",410,0.394125242950005
"4919","Male","50+",410,0.472950291540006
"4920","Male","<2",410,0.0788250485900009
"4921","Female","15-24",411,0.159709432049556
"4922","Female","2-14",411,0.106472954699704
"4923","Female","25-34",411,0.212945909399408
"4924","Female","35-49",411,0.266182386749259
"4925","Female","50+",411,0.319418864099111
"4926","Female","<2",411,0.0532364773498519
"4927","Male","15-24",411,0.159709432049556
"4928","Male","2-14",411,0.106472954699704
"4929","Male","25-34",411,0.212945909399408
"4930","Male","35-49",411,0.266182386749259
"4931","Male","50+",411,0.319418864099111
"4932","Male","<2",411,0.0532364773498519
"4933","Female","15-24",412,0.201838898706853
"4934","Female","2-14",412,0.134559265804569
"4935","Female","25-34",412,0.269118531609137
"4936","Female","35-49",412,0.336398164511421
"4937","Female","50+",412,0.403677797413706
"4938","Female","<2",412,0.0672796329022843
"4939","Male","15-24",412,0.201838898706853
"4940","Male","2-14",412,0.134559265804569
"4941","Male","25-34",412,0.269118531609137
"4942","Male","35-49",412,0.336398164511421
"4943","Male","50+",412,0.403677797413706
"4944","Male","<2",412,0.0672796329022843
"4945","Female","15-24",413,0.162298934600094
"4946","Female","2-14",413,0.108199289733396
"4947","Female","25-34",413,0.216398579466793
"4948","Female","35-49",413,0.270498224333491
"4949","Female","50+",413,0.324597869200189
"4950","Female","<2",413,0.0540996448666981
"4951","Male","15-24",413,0.162298934600094
"4952","Male","2-14",413,0.108199289733396
"4953","Male","25-34",413,0.216398579466793
"4954","Male","35-49",413,0.270498224333491
"4955","Male","50+",413,0.324597869200189
"4956","Male","<2",413,0.0540996448666981
"4957","Female","15-24",414,0.257506619285269
"4958","Female","2-14",414,0.171671079523513
"4959","Female","25-34",414,0.343342159047025
"4960","Female","35-49",414,0.429177698808782
"4961","Female","50+",414,0.515013238570538
"4962","Female","<2",414,0.0858355397617563
"4963","Male","15-24",414,0.257506619285269
"4964","Male","2-14",414,0.171671079523513
"4965","Male","25-34",414,0.343342159047025
"4966","Male","35-49",414,0.429177698808782
"4967","Male","50+",414,0.515013238570538
"4968","Male","<2",414,0.0858355397617563
"4969","Female","15-24",415,0.390587485044219
"4970","Female","2-14",415,0.260391656696146
"4971","Female","25-34",415,0.520783313392292
"4972","Female","35-49",415,0.650979141740365
"4973","Female","50+",415,0.781174970088438
"4974","Female","<2",415,0.130195828348073
"4975","Male","15-24",415,0.390587485044219
"4976","Male","2-14",415,0.260391656696146
"4977","Male","25-34",415,0.520783313392292
"4978","Male","35-49",415,0.650979141740365
"4979","Male","50+",415,0.781174970088438
"4980","Male","<2",415,0.130195828348073
"4981","Female","15-24",416,0.168854749096171
"4982","Female","2-14",416,0.11256983273078
"4983","Female","25-34",416,0.225139665461561
"4984","Female","35-49",416,0.281424581826951
"4985","Female","50+",416,0.337709498192341
"4986","Female","<2",416,0.0562849163653902
"4987","Male","15-24",416,0.168854749096171
"4988","Male","2-14",416,0.11256983273078
"4989","Male","25-34",416,0.225139665461561
"4990","Male","35-49",416,0.281424581826951
"4991","Male","50+",416,0.337709498192341
"4992","Male","<2",416,0.0562849163653902
"4993","Female","15-24",417,0.400943907211151
"4994","Female","2-14",417,0.267295938140767
"4995","Female","25-34",417,0.534591876281534
"4996","Female","35-49",417,0.668239845351918
"4997","Female","50+",417,0.801887814422302
"4998","Female","<2",417,0.133647969070384
"4999","Male","15-24",417,0.400943907211151
"5000","Male","2-14",417,0.267295938140767
"5001","Male","25-34",417,0.534591876281534
"5002","Male","35-49",417,0.668239845351918
"5003","Male","50+",417,0.801887814422302
"5004","Male","<2",417,0.133647969070384
"5005","Female","15-24",418,0.15156890158264
"5006","Female","2-14",418,0.101045934388427
"5007","Female","25-34",418,0.202091868776853
"5008","Female","35-49",418,0.252614835971067
"5009","Female","50+",418,0.30313780316528
"5010","Female","<2",418,0.0505229671942134
"5011","Male","15-24",418,0.15156890158264
"5012","Male","2-14",418,0.101045934388427
"5013","Male","25-34",418,0.202091868776853
"5014","Male","35-49",418,0.252614835971067
"5015","Male","50+",418,0.30313780316528
"5016","Male","<2",418,0.0505229671942134
"5017","Female","15-24",419,0.256625654340749
"5018","Female","2-14",419,0.1710837695605
"5019","Female","25-34",419,0.342167539120999
"5020","Female","35-49",419,0.427709423901249
"5021","Female","50+",419,0.513251308681499
"5022","Female","<2",419,0.0855418847802498
"5023","Male","15-24",419,0.256625654340749
"5024","Male","2-14",419,0.1710837695605
"5025","Male","25-34",419,0.342167539120999
"5026","Male","35-49",419,0.427709423901249
"5027","Male","50+",419,0.513251308681499
"5028","Male","<2",419,0.0855418847802498
"5029","Female","15-24",420,0.113100331458524
"5030","Female","2-14",420,0.0754002209723496
"5031","Female","25-34",420,0.150800441944699
"5032","Female","35-49",420,0.188500552430874
"5033","Female","50+",420,0.226200662917049
"5034","Female","<2",420,0.0377001104861748
"5035","Male","15-24",420,0.113100331458524
"5036","Male","2-14",420,0.0754002209723496
"5037","Male","25-34",420,0.150800441944699
"5038","Male","35-49",420,0.188500552430874
"5039","Male","50+",420,0.226200662917049
"5040","Male","<2",420,0.0377001104861748
"5041","Female","15-24",421,0.193741752549986
"5042","Female","2-14",421,0.129161168366657
"5043","Female","25-34",421,0.258322336733315
"5044","Female","35-49",421,0.322902920916643
"5045","Female","50+",421,0.387483505099972
"5046","Female","<2",421,0.0645805841833287
"5047","Male","15-24",421,0.193741752549986
"5048","Male","2-14",421,0.129161168366657
"5049","Male","25-34",421,0.258322336733315
"5050","Male","35-49",421,0.322902920916643
"5051","Male","50+",421,0.387483505099972
"5052","Male","<2",421,0.0645805841833287
"5053","Female","15-24",422,0.174879635251028
"5054","Female","2-14",422,0.116586423500685
"5055","Female","25-34",422,0.23317284700137
"5056","Female","35-49",422,0.291466058751713
"5057","Female","50+",422,0.349759270502055
"5058","Female","<2",422,0.0582932117503425
"5059","Male","15-24",422,0.174879635251028
"5060","Male","2-14",422,0.116586423500685
"5061","Male","25-34",422,0.23317284700137
"5062","Male","35-49",422,0.291466058751713
"5063","Male","50+",422,0.349759270502055
"5064","Male","<2",422,0.0582932117503425
"5065","Female","15-24",423,0.232035838021656
"5066","Female","2-14",423,0.154690558681104
"5067","Female","25-34",423,0.309381117362207
"5068","Female","35-49",423,0.386726396702759
"5069","Female","50+",423,0.464071676043311
"5070","Female","<2",423,0.0773452793405518
"5071","Male","15-24",423,0.232035838021656
"5072","Male","2-14",423,0.154690558681104
"5073","Male","25-34",423,0.309381117362207
"5074","Male","35-49",423,0.386726396702759
"5075","Male","50+",423,0.464071676043311
"5076","Male","<2",423,0.0773452793405518
"5077","Female","15-24",424,0.196245996496957
"5078","Female","2-14",424,0.130830664331305
"5079","Female","25-34",424,0.26166132866261
"5080","Female","35-49",424,0.327076660828262
"5081","Female","50+",424,0.392491992993915
"5082","Female","<2",424,0.0654153321656524
"5083","Male","15-24",424,0.196245996496957
"5084","Male","2-14",424,0.130830664331305
"5085","Male","25-34",424,0.26166132866261
"5086","Male","35-49",424,0.327076660828262
"5087","Male","50+",424,0.392491992993915
"5088","Male","<2",424,0.0654153321656524
"5089","Female","15-24",425,0.202037858065972
"5090","Female","2-14",425,0.134691905377315
"5091","Female","25-34",425,0.269383810754629
"5092","Female","35-49",425,0.336729763443287
"5093","Female","50+",425,0.404075716131944
"5094","Female","<2",425,0.0673459526886574
"5095","Male","15-24",425,0.202037858065972
"5096","Male","2-14",425,0.134691905377315
"5097","Male","25-34",425,0.269383810754629
"5098","Male","35-49",425,0.336729763443287
"5099","Male","50+",425,0.404075716131944
"5100","Male","<2",425,0.0673459526886574
"5101","Female","15-24",426,0.169196087697855
"5102","Female","2-14",426,0.11279739179857
"5103","Female","25-34",426,0.22559478359714
"5104","Female","35-49",426,0.281993479496425
"5105","Female","50+",426,0.33839217539571
"5106","Female","<2",426,0.056398695899285
"5107","Male","15-24",426,0.169196087697855
"5108","Male","2-14",426,0.11279739179857
"5109","Male","25-34",426,0.22559478359714
"5110","Male","35-49",426,0.281993479496425
"5111","Male","50+",426,0.33839217539571
"5112","Male","<2",426,0.056398695899285
"5113","Female","15-24",427,0.252817642278244
"5114","Female","2-14",427,0.168545094852163
"5115","Female","25-34",427,0.337090189704325
"5116","Female","35-49",427,0.421362737130407
"5117","Female","50+",427,0.505635284556488
"5118","Female","<2",427,0.0842725474260813
"5119","Male","15-24",427,0.252817642278244
"5120","Male","2-14",427,0.168545094852163
"5121","Male","25-34",427,0.337090189704325
"5122","Male","35-49",427,0.421362737130407
"5123","Male","50+",427,0.505635284556488
"5124","Male","<2",427,0.0842725474260813
"5125","Female","15-24",428,0.308058742427857
"5126","Female","2-14",428,0.205372494951904
"5127","Female","25-34",428,0.410744989903809
"5128","Female","35-49",428,0.513431237379761
"5129","Female","50+",428,0.616117484855713
"5130","Female","<2",428,0.102686247475952
"5131","Male","15-24",428,0.308058742427857
"5132","Male","2-14",428,0.205372494951904
"5133","Male","25-34",428,0.410744989903809
"5134","Male","35-49",428,0.513431237379761
"5135","Male","50+",428,0.616117484855713
"5136","Male","<2",428,0.102686247475952
"5137","Female","15-24",429,0.18893882431143
"5138","Female","2-14",429,0.12595921620762
"5139","Female","25-34",429,0.251918432415239
"5140","Female","35-49",429,0.314898040519049
"5141","Female","50+",429,0.377877648622859
"5142","Female","<2",429,0.0629796081038098
"5143","Male","15-24",429,0.18893882431143
"5144","Male","2-14",429,0.12595921620762
"5145","Male","25-34",429,0.251918432415239
"5146","Male","35-49",429,0.314898040519049
"5147","Male","50+",429,0.377877648622859
"5148","Male","<2",429,0.0629796081038098
"5149","Female","15-24",430,0.189235563033677
"5150","Female","2-14",430,0.126157042022452
"5151","Female","25-34",430,0.252314084044903
"5152","Female","35-49",430,0.315392605056129
"5153","Female","50+",430,0.378471126067355
"5154","Female","<2",430,0.0630785210112258
"5155","Male","15-24",430,0.189235563033677
"5156","Male","2-14",430,0.126157042022452
"5157","Male","25-34",430,0.252314084044903
"5158","Male","35-49",430,0.315392605056129
"5159","Male","50+",430,0.378471126067355
"5160","Male","<2",430,0.0630785210112258
"5161","Female","15-24",431,0.179572683244601
"5162","Female","2-14",431,0.119715122163068
"5163","Female","25-34",431,0.239430244326135
"5164","Female","35-49",431,0.299287805407669
"5165","Female","50+",431,0.359145366489203
"5166","Female","<2",431,0.0598575610815338
"5167","Male","15-24",431,0.179572683244601
"5168","Male","2-14",431,0.119715122163068
"5169","Male","25-34",431,0.239430244326135
"5170","Male","35-49",431,0.299287805407669
"5171","Male","50+",431,0.359145366489203
"5172","Male","<2",431,0.0598575610815338
"5173","Female","15-24",432,0.331150661233036
"5174","Female","2-14",432,0.220767107488691
"5175","Female","25-34",432,0.441534214977382
"5176","Female","35-49",432,0.551917768721727
"5177","Female","50+",432,0.662301322466073
"5178","Female","<2",432,0.110383553744345
"5179","Male","15-24",432,0.331150661233036
"5180","Male","2-14",432,0.220767107488691
"5181","Male","25-34",432,0.441534214977382
"5182","Male","35-49",432,0.551917768721727
"5183","Male","50+",432,0.662301322466073
"5184","Male","<2",432,0.110383553744345
"5185","Female","15-24",433,0.264180078381276
"5186","Female","2-14",433,0.176120052254184
"5187","Female","25-34",433,0.352240104508368
"5188","Female","35-49",433,0.440300130635461
"5189","Female","50+",433,0.528360156762553
"5190","Female","<2",433,0.0880600261270921
"5191","Male","15-24",433,0.264180078381276
"5192","Male","2-14",433,0.176120052254184
"5193","Male","25-34",433,0.352240104508368
"5194","Male","35-49",433,0.440300130635461
"5195","Male","50+",433,0.528360156762553
"5196","Male","<2",433,0.0880600261270921
"5197","Female","15-24",434,0.17940769488671
"5198","Female","2-14",434,0.119605129924473
"5199","Female","25-34",434,0.239210259848947
"5200","Female","35-49",434,0.299012824811183
"5201","Female","50+",434,0.35881538977342
"5202","Female","<2",434,0.0598025649622367
"5203","Male","15-24",434,0.17940769488671
"5204","Male","2-14",434,0.119605129924473
"5205","Male","25-34",434,0.239210259848947
"5206","Male","35-49",434,0.299012824811183
"5207","Male","50+",434,0.35881538977342
"5208","Male","<2",434,0.0598025649622367
"5209","Female","15-24",435,0.365470893196026
"5210","Female","2-14",435,0.243647262130684
"5211","Female","25-34",435,0.487294524261368
"5212","Female","35-49",435,0.60911815532671
"5213","Female","50+",435,0.730941786392052
"5214","Female","<2",435,0.121823631065342
"5215","Male","15-24",435,0.365470893196026
"5216","Male","2-14",435,0.243647262130684
"5217","Male","25-34",435,0.487294524261368
"5218","Male","35-49",435,0.60911815532671
"5219","Male","50+",435,0.730941786392052
"5220","Male","<2",435,0.121823631065342
"5221","Female","15-24",436,0.235872266988134
"5222","Female","2-14",436,0.15724817799209
"5223","Female","25-34",436,0.314496355984179
"5224","Female","35-49",436,0.393120444980224
"5225","Female","50+",436,0.471744533976269
"5226","Female","<2",436,0.0786240889960448
"5227","Male","15-24",436,0.235872266988134
"5228","Male","2-14",436,0.15724817799209
"5229","Male","25-34",436,0.314496355984179
"5230","Male","35-49",436,0.393120444980224
"5231","Male","50+",436,0.471744533976269
"5232","Male","<2",436,0.0786240889960448
"5233","Female","15-24",437,0.198316355804888
"5234","Female","2-14",437,0.132210903869925
"5235","Female","25-34",437,0.264421807739851
"5236","Female","35-49",437,0.330527259674813
"5237","Female","50+",437,0.396632711609776
"5238","Female","<2",437,0.0661054519349626
"5239","Male","15-24",437,0.198316355804888
"5240","Male","2-14",437,0.132210903869925
"5241","Male","25-34",437,0.264421807739851
"5242","Male","35-49",437,0.330527259674813
"5243","Male","50+",437,0.396632711609776
"5244","Male","<2",437,0.0661054519349626
"5245","Female","15-24",438,0.224552176350084
"5246","Female","2-14",438,0.149701450900056
"5247","Female","25-34",438,0.299402901800112
"5248","Female","35-49",438,0.37425362725014
"5249","Female","50+",438,0.449104352700168
"5250","Female","<2",438,0.0748507254500281
"5251","Male","15-24",438,0.224552176350084
"5252","Male","2-14",438,0.149701450900056
"5253","Male","25-34",438,0.299402901800112
"5254","Male","35-49",438,0.37425362725014
"5255","Male","50+",438,0.449104352700168
"5256","Male","<2",438,0.0748507254500281
"5257","Female","15-24",439,0.345318462548511
"5258","Female","2-14",439,0.230212308365674
"5259","Female","25-34",439,0.460424616731348
"5260","Female","35-49",439,0.575530770914185
"5261","Female","50+",439,0.690636925097022
"5262","Female","<2",439,0.115106154182837
"5263","Male","15-24",439,0.345318462548511
"5264","Male","2-14",439,0.230212308365674
"5265","Male","25-34",439,0.460424616731348
"5266","Male","35-49",439,0.575530770914185
"5267","Male","50+",439,0.690636925097022
"5268","Male","<2",439,0.115106154182837
"5269","Female","15-24",440,0.131417571973332
"5270","Female","2-14",440,0.0876117146488878
"5271","Female","25-34",440,0.175223429297776
"5272","Female","35-49",440,0.219029286622219
"5273","Female","50+",440,0.262835143946663
"5274","Female","<2",440,0.0438058573244439
"5275","Male","15-24",440,0.131417571973332
"5276","Male","2-14",440,0.0876117146488878
"5277","Male","25-34",440,0.175223429297776
"5278","Male","35-49",440,0.219029286622219
"5279","Male","50+",440,0.262835143946663
"5280","Male","<2",440,0.0438058573244439
"5281","Female","15-24",441,0.189811770011716
"5282","Female","2-14",441,0.126541180007811
"5283","Female","25-34",441,0.253082360015622
"5284","Female","35-49",441,0.316352950019527
"5285","Female","50+",441,0.379623540023433
"5286","Female","<2",441,0.0632705900039054
"5287","Male","15-24",441,0.189811770011716
"5288","Male","2-14",441,0.126541180007811
"5289","Male","25-34",441,0.253082360015622
"5290","Male","35-49",441,0.316352950019527
"5291","Male","50+",441,0.379623540023433
"5292","Male","<2",441,0.0632705900039054
"5293","Female","15-24",442,0.164005202733503
"5294","Female","2-14",442,0.109336801822335
"5295","Female","25-34",442,0.218673603644671
"5296","Female","35-49",442,0.273342004555838
"5297","Female","50+",442,0.328010405467006
"5298","Female","<2",442,0.0546684009111676
"5299","Male","15-24",442,0.164005202733503
"5300","Male","2-14",442,0.109336801822335
"5301","Male","25-34",442,0.218673603644671
"5302","Male","35-49",442,0.273342004555838
"5303","Male","50+",442,0.328010405467006
"5304","Male","<2",442,0.0546684009111676
"5305","Female","15-24",443,0.166376648139688
"5306","Female","2-14",443,0.110917765426459
"5307","Female","25-34",443,0.221835530852917
"5308","Female","35-49",443,0.277294413566146
"5309","Female","50+",443,0.332753296279376
"5310","Female","<2",443,0.0554588827132293
"5311","Male","15-24",443,0.166376648139688
"5312","Male","2-14",443,0.110917765426459
"5313","Male","25-34",443,0.221835530852917
"5314","Male","35-49",443,0.277294413566146
"5315","Male","50+",443,0.332753296279376
"5316","Male","<2",443,0.0554588827132293
"5317","Female","15-24",444,0.165714621190229
"5318","Female","2-14",444,0.11047641412682
"5319","Female","25-34",444,0.220952828253639
"5320","Female","35-49",444,0.276191035317049
"5321","Female","50+",444,0.331429242380459
