"<5","5-17","18-24","25-34","35-49","50+"
0.0299309391190982,0.0177996920484332,0.0137407697153603,0.0114445982492865,0.0103524038291665,0.006546660443787
0.0264042580566504,0.0174086324965983,0.0153145352369611,0.0120152161753661,0.00989700701648335,0.00706788422613056
0.0305489921835469,0.0180796203273445,0.0150831970686526,0.0117249126405656,0.00996632679112992,0.00695525433543526
0.032512805686074,0.018148721479488,0.0150823656924505,0.0105888806676935,0.00978822390212575,0.00665104258366425
0.0334122276874818,0.0174556965052154,0.0146822976122291,0.011606604937584,0.00983616430163597,0.00711807973523285
0.031189194287221,0.0175132743041747,0.0145229946228873,0.0115965657218342,0.0102942684224107,0.00679329059948129
0.0327352569723351,0.0179734491930336,0.0140075954654686,0.011173106525093,0.0101354995348146,0.00681106761024896
0.0406443567902916,0.0169342417173858,0.0155301525694962,0.0114701502781487,0.0103082341352785,0.00692594935508587
0.0428483388278999,0.0176608192727025,0.0146894148549534,0.0113522499520083,0.0103838135502784,0.00684978265978428
0.0287254088072025,0.0179338421969176,0.0142332482372325,0.0117094233039155,0.00961463579658995,0.00675155306516307
0.0293608943151191,0.0180519873172404,0.0152271065588991,0.0110592308764792,0.0101895335601331,0.00677492588053093
0.0291318482340036,0.0187404768231782,0.0146012757169058,0.0104802045905771,0.0100880277225554,0.00686903146810619
0.0299811514427382,0.0185318521391463,0.0154257656949728,0.0114545798744167,0.00950948774181062,0.00677831864466584
0.0318350312983322,0.0179952979931037,0.0153164697901422,0.0116982079071118,0.0101745274385786,0.00634929209994243
0.028227224614318,0.0187027475722873,0.0143197249917416,0.0113211861801061,0.00951736884627382,0.00751215451860017
0.0277084437826335,0.0181922937385912,0.014647584021119,0.0115594929290476,0.00950016582353252,0.0068777783017919
0.0275465159476398,0.0186207002253707,0.0149435429717221,0.0118390111409216,0.0101350013225182,0.00733897838420939
0.0300932598031,0.0177309412185186,0.0150579956247255,0.0103454312107689,0.0100538398456383,0.0069958732099784
0.0305984291663038,0.016913512038439,0.0146244666997794,0.011410282560704,0.010082609162444,0.00710567265373018
0.0318731626454781,0.0188188200056546,0.0140501989448614,0.0105818408234254,0.0105127852330959,0.00673083970416239
0.0372821756326374,0.0183042935242236,0.0149244787371336,0.0112851289879544,0.00967247771256278,0.00702113467796972
0.0349658420433253,0.0183131055803698,0.014425851386455,0.0108919046510555,0.0101346090223651,0.00699687386167493
0.0304955376341088,0.0171823283998822,0.0153298574452118,0.0111573756031406,0.0103217775141129,0.00687802285817919
0.0354862314261905,0.0172089572427644,0.0141541253753313,0.011251908133,0.010699654155945,0.00656316300719312
0.0327659341065468,0.016295164857749,0.0150076640565988,0.0110327648680013,0.00973513588945731,0.006795503509323
0.0253063793624748,0.0186581971441928,0.0149251277033453,0.0113174750736807,0.0100713361326811,0.00680126733184269
0.0277548721522971,0.0176583097870837,0.015172705243244,0.0106846914830631,0.0105731890330306,0.00660407672383733
0.0289308400665668,0.0173485896851645,0.0166660467220339,0.0108884540174898,0.010312104883378,0.00688209061490546
0.0387684678214416,0.0178339261952074,0.0140218900657598,0.011896786856111,0.0104068781241144,0.00745336078660991
0.0351856243186714,0.0183755396317607,0.014274082179109,0.0114604854739844,0.0104398367234893,0.00688561826596484
0.0380585237681198,0.0180791041321273,0.014590265657354,0.0113149151631567,0.00992925216872188,0.00698768824142335
0.0377153273410592,0.0179182736929422,0.0161688353211534,0.0109588426129941,0.0100895188064289,0.00720695655287763
0.0305136920742371,0.0188991971508506,0.0154965751816746,0.0103977912402139,0.010598033282422,0.00661244000894542
0.0333387335360978,0.0180706184622279,0.0159135679742992,0.0113130445008733,0.0102969845638637,0.00694398843898437
0.0333550613622797,0.0173747840148031,0.0148676655099134,0.0105946688694364,0.00955313101013239,0.00693109004225307
0.0305381750472785,0.0181606508164171,0.0152974468190625,0.0115540706601773,0.0100700722840474,0.00649883859606117
0.0296476321964725,0.0178379502494174,0.0150435666546592,0.0113873550972633,0.0104989762364875,0.00633968829896376
0.0330358588832615,0.0171290236350544,0.0142789661666673,0.0112091351221864,0.00933399798968966,0.00665992877118442
0.0287413441882183,0.0184012479011067,0.0147373710931116,0.0112645344289762,0.00988851681043141,0.00690860202639719
0.0295387151561696,0.0177231898847751,0.0149584499646838,0.0113616058085617,0.00970418750834693,0.00653508918771743
0.0257686785180413,0.0195245898496084,0.0154464413386977,0.0109106471631027,0.00963237213440884,0.00675686210098464
0.0327717153986279,0.01789285949048,0.014064494035929,0.0109690919703303,0.00983686913457255,0.00692446664773113
0.0314479711978336,0.0179536997964411,0.014466667973502,0.0112561681846031,0.00945135936249285,0.00678290654594374
0.0283548597201977,0.0179754765185842,0.015162953657348,0.0116888398284187,0.0104927197560212,0.00691377640988961
0.0338535389881581,0.0170533031750018,0.0147368264443556,0.0117682214642849,0.0102770815965147,0.00672918812065261
0.0297228992845973,0.0178977073082953,0.0153703085641671,0.0109996172848442,0.00935503024504573,0.00677834127722337
0.0321573977046907,0.0174259036643975,0.0150827560976221,0.0114866497238213,0.0103955834918708,0.00642319474307465
0.0287094186908959,0.0178483281923978,0.0154992789312063,0.0108597534369638,0.0107973260912723,0.00736527107234372
0.0312637637804351,0.018385278593413,0.0145071827743887,0.0104270627249706,0.00982020025676498,0.00701769800460209
0.0301985282705648,0.0175028454199851,0.0151481752900728,0.0103486237740967,0.00999933304854879,0.00742429400416428
0.0312855593618274,0.0169565607225911,0.0149024423656522,0.0111016180817729,0.0103618220107715,0.00653032452024127
0.0370941061105961,0.0175613428803472,0.0149409037382135,0.0111055215066689,0.0101660894520975,0.00668139288908256
0.0378664302647543,0.0188104038629511,0.0143683059533885,0.0112293058070796,0.0100170129712304,0.00684872643493291
0.0332266536848518,0.0178670564674026,0.0159563702514038,0.0111466663237846,0.0092187024765121,0.00698273767094404
0.0328835575876643,0.0189585141939313,0.0150815631206672,0.0118169326312403,0.00976108577621415,0.00675371604629482
0.0274611698715066,0.0180730451572586,0.0146620451210549,0.0111265124487838,0.00964402187687349,0.00709178528549313
0.0274767927550218,0.0174194006384608,0.0153678585912295,0.010829424100809,0.00985197566521104,0.00692446816748231
0.0311037488877933,0.0186738614812813,0.0147720323430678,0.0117867096904021,0.00949289917863325,0.00655442947555906
0.0269331380136661,0.017819117747397,0.0159082992593568,0.0107140615984538,0.0101440262713815,0.00705968527935173
0.034526825671951,0.0175381315617267,0.0135783515957516,0.011694899030655,0.00963971835760683,0.00736468441762474
0.0347306999473032,0.0189832726269736,0.0156096564703688,0.0104281590933879,0.0102782623557421,0.00706857249496694
0.0317016308119317,0.0174864359028896,0.0142805803703749,0.0119152942182706,0.0107864224185206,0.00657813219106586
0.0325825431233852,0.0182048612908269,0.0140808988842667,0.0112418476704455,0.0102590224140933,0.00686212660414442
0.0364372165010612,0.0172698098243675,0.0138432485844145,0.011722717742728,0.00957267560282844,0.00692110141791929
0.0269747917970668,0.0171948580726222,0.0149575453675508,0.0116336437641861,0.0101578084866406,0.00656351010846136
