Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Qatar,QAT,1.09356757784182,1.12807669920336,2.35098046824301,2.44872174938052,2.47916833543127,2.31826210021973,2.35007429122925,2.26322555541992,2.2900722026825,2.23547983169556,2.62893384958065,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Romania,ROU,0.000700729715029103,0.616103419350016,1.62848359334131,1.66299323542309,1.59698693505032,1.61372674262873,1.66570153787735,1.63684128387869,1.61470357145139,1.6377555524726,1.71206723189791,1.75887412014
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Russian Federation,RUS,0.000542316525223314,7.301404,20.998875,23.562632,24.192337,24.124181,24.542904,23.9342746734619,23.1451683044434,23.6851463317871,25.8257833472638,26.6801077041224
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Rwanda,RWA,60.7292483898217,161.099693862507,294.913953031534,296.716768611064,307.714435492698,320.420104980469,312.66552734375,311.861206054688,321.472442626953,300.028503417969,324.90022787943,345.229437397842
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Samoa,WSM,0.799826753614187,1.47786920305437,1.6916926713417,1.74259065518976,1.76493499848913,1.7391712452201,1.71888239068677,1.71585601649056,1.7142131747319,1.63248936400745,1.61109748186802,1.69170325252631
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,San Marino,SMR,..,0.757919581291116,0.729271897180996,0.744308864340404,0.755666151216932,0.762517094612122,0.745550360497015,0.725066228661728,0.704549975062565,0.707382142543793,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sao Tome and Principe,STP,0.0924222770819126,2.30618680399599,8.56661469961141,9.10448320194963,9.63069604697786,9.92154121398926,9.68453502655029,9.16576766967773,9.12815380096436,8.59929370880127,9.34341715551984,9.79520128561749
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Saudi Arabia,SAU,0.847406207867763,0.864094335809051,1.66624773610963,1.61708220154568,1.67218384513799,1.68927085399628,1.85423243045807,1.86156821250916,1.92073905467987,1.9094260931015,2.10462878356837,1.97040765961378
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Senegal,SEN,172.2601923187,218.217510236103,242.032296063747,240.491669749981,242.008808995479,243.583801269531,238.688049316406,229.867340087891,224.08723449707,212.330551147461,215.684955234651,219.128224654895
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Serbia,SRB,..,9.59876415039492,39.8047969501315,40.7402934431768,40.4566828502566,40.8247996208765,41.0070113103149,39.6509389793477,39.7621161695849,40.65336931983,42.5023275444716,44.9444593312
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Seychelles,SYC,3.36251962919714,3.14758695735666,7.74897049554928,8.02602612193369,7.65869628659678,7.77740812301636,7.99357652664185,7.84994125366211,7.96504259109497,8.45630931854248,8.02033363371531,7.6661137781464
